"No.","Time","Source","Destination","Protocol","Length","Info"
"15","1.196739","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","64:ff9b::98c3:264c","TCP","75","55769  >  80 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"16","1.278130","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","64:ff9b::98c3:264c","TCP","75","55765  >  80 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"17","1.279754","64:ff9b::98c3:264c","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55768 [ACK] Seq=1 Ack=2 Win=131 Len=0 SLE=1 SRE=2"
"18","1.287487","64:ff9b::98c3:264c","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55769 [ACK] Seq=1 Ack=2 Win=131 Len=0 SLE=1 SRE=2"
"19","1.325312","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2405:200:1630:a0b::312c:c4b3","TCP","75","55745  >  80 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"20","1.379362","64:ff9b::98c3:264c","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55765 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"21","1.384378","2405:200:1630:a0b::312c:c4b3","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55745 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"22","1.470281","2404:6800:4002:825::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","QUIC","1393","Handshake, DCID=5c4330, SCID=fa7a1cfca723a1ae"
"23","1.800093","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2405:200:1630:a0b::312c:c4b3","TCP","75","55755  >  80 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"24","1.921143","2405:200:1630:a0b::312c:c4b3","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55755 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"25","2.161360","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","HTTP","75","Continuation"
"26","2.192694","2603:1046:c04:80f::2","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55729 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 WS=256 SACK_PERM"
"27","2.276233","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55773 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"28","2.877755","192.168.144.139","192.168.144.105","DNS","76","Standard query 0x9f32 AAAA www.fatherly.com"
"29","2.940550","192.168.144.139","192.168.144.105","DNS","76","Standard query 0x9f32 AAAA www.fatherly.com"
"30","3.028117","192.168.144.105","192.168.144.139","DNS","188","Standard query response 0x9f32 AAAA www.fatherly.com AAAA 64:ff9b::36e6:414e AAAA 64:ff9b::36e6:417a AAAA 64:ff9b::36e6:4122 AAAA 64:ff9b::36e6:412b"
"31","3.029257","192.168.144.139","192.168.144.105","DNS","76","Standard query 0x9959 AAAA www.fatherly.com"
"32","3.034099","192.168.144.105","192.168.144.139","DNS","188","Standard query response 0x9959 AAAA www.fatherly.com AAAA 64:ff9b::36e6:412b AAAA 64:ff9b::36e6:4122 AAAA 64:ff9b::36e6:417a AAAA 64:ff9b::36e6:414e"
"33","5.193599","2404:6800:4002:82b::2005","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.2","1286","Application Data, Application Data, Application Data, Application Data, Application Data"
"34","6.425502","2404:6800:4002:82d::200e","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","UDP","86","443  >  55616 Len=24"
"35","7.453023","192.168.144.139","192.168.144.105","DNS","74","Standard query 0xeab2 AAAA www.google.com"
"36","7.525822","192.168.144.139","192.168.144.105","DNS","74","Standard query 0xeab2 AAAA www.google.com"
"37","7.537779","192.168.144.105","192.168.144.139","DNS","102","Standard query response 0xeab2 AAAA www.google.com AAAA 2404:6800:4009:81a::2004"
"38","7.538941","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","86","55775  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM"
"39","7.539141","192.168.144.139","192.168.144.105","DNS","74","Standard query 0xc923 AAAA www.google.com"
"40","7.543244","192.168.144.105","192.168.144.139","DNS","102","Standard query response 0xc923 AAAA www.google.com AAAA 2404:6800:4009:81a::2004"
"41","7.631861","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55775 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"42","7.631929","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55775  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"43","7.634052","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","591","Client Hello"
"44","7.733096","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55775 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"45","7.793181","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"46","7.799535","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55775 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"47","7.799535","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55775 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"48","7.799535","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","702","Application Data"
"49","7.799616","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55775  >  443 [ACK] Seq=518 Ack=4289 Win=131328 Len=0"
"50","7.812088","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","TCP","86","55776  >  80 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM"
"51","7.936103","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","80  >  55776 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"52","7.936188","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","TCP","74","55776  >  80 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"53","7.936697","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","OCSP","502","Request"
"54","8.023761","5a:d5:a1:2d:26:23","AzureWav_1e:61:35","ARP","42","Who has 192.168.144.139? Tell 192.168.144.105"
"55","8.023777","AzureWav_1e:61:35","5a:d5:a1:2d:26:23","ARP","42","192.168.144.139 is at 2c:3b:70:1e:61:35"
"56","8.036921","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","80  >  55776 [ACK] Seq=1 Ack=429 Win=66816 Len=0"
"57","8.064082","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55775  >  443 [FIN, ACK] Seq=518 Ack=4289 Win=131328 Len=0"
"58","8.101221","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","OCSP","775","Response"
"59","8.157353","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","TCP","74","55776  >  80 [ACK] Seq=429 Ack=702 Win=130816 Len=0"
"60","8.158035","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55775 [FIN, ACK] Seq=4289 Ack=519 Win=66816 Len=0"
"61","8.158083","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55775  >  443 [ACK] Seq=519 Ack=4290 Win=131328 Len=0"
"62","8.207261","2603:1046:c04:80f::2","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55729 [RST] Seq=1 Win=0 Len=0"
"63","8.301065","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","86","55777  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM"
"64","8.425987","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55777 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"65","8.426055","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55777  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"66","8.428072","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","591","Client Hello"
"67","8.495686","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55777  >  443 [FIN, ACK] Seq=518 Ack=1 Win=131328 Len=0"
"68","8.549878","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55777 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"69","8.609088","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55777 [ACK] Seq=1 Ack=519 Win=66816 Len=0"
"70","8.614391","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"71","8.614391","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55777 [PSH, ACK] Seq=1221 Ack=519 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"72","8.614391","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55777 [ACK] Seq=2441 Ack=519 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"73","8.614391","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","702","Application Data"
"74","8.614391","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55777 [FIN, ACK] Seq=4289 Ack=519 Win=66816 Len=0"
"75","8.614451","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55777  >  443 [RST, ACK] Seq=519 Ack=1221 Win=0 Len=0"
"76","8.957842","192.168.144.139","192.168.144.105","DNS","82","Standard query 0xe2e7 AAAA www.rollingstone.co.uk"
"77","9.020527","192.168.144.139","192.168.144.105","DNS","82","Standard query 0xe2e7 AAAA www.rollingstone.co.uk"
"78","9.067686","192.168.144.105","192.168.144.139","DNS","145","Standard query response 0xe2e7 AAAA www.rollingstone.co.uk CNAME pugpig.map.fastly.net AAAA 2a04:4e42:42::328"
"79","9.068748","192.168.144.139","192.168.144.105","DNS","81","Standard query 0x060b AAAA pugpig.map.fastly.net"
"80","9.075150","192.168.144.105","192.168.144.139","DNS","109","Standard query response 0x060b AAAA pugpig.map.fastly.net AAAA 2a04:4e42:42::328"
"81","10.006284","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2600:1901:0:38d7::","TCP","75","[TCP Spurious Retransmission] 55739  >  80 [ACK] Seq=0 Ack=1 Win=512 Len=1"
"82","10.150288","192.168.144.139","34.107.221.82","TCP","55","[TCP Keep-Alive] 55742  >  80 [ACK] Seq=1 Ack=1 Win=512 Len=1"
"83","10.157576","2600:1901:0:38d7::","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Dup ACK 1#1] 80  >  55739 [ACK] Seq=1 Ack=1 Win=261 Len=0 SLE=0 SRE=1"
"84","10.211383","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2600:1901:0:38d7::","TCP","75","[TCP Keep-Alive] 55743  >  80 [ACK] Seq=1 Ack=1 Win=512 Len=1"
"85","10.233336","34.107.221.82","192.168.144.139","TCP","66","[TCP Keep-Alive ACK] 80  >  55742 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"86","10.273579","192.168.144.139","34.107.221.82","HTTP","359","GET /success.txt?ipv4 HTTP/1.1 "
"87","10.296448","2600:1901:0:38d7::","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55743 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"88","10.610396","192.168.144.139","192.168.144.105","DNS","86","Standard query 0x0866 A encrypted-tbn0.gstatic.com"
"89","10.610396","192.168.144.139","192.168.144.105","DNS","75","Standard query 0x2fec A www.gstatic.com"
"90","10.610682","192.168.144.139","192.168.144.105","DNS","75","Standard query 0x375d AAAA www.gstatic.com"
"91","10.612292","192.168.144.139","192.168.144.105","DNS","86","Standard query 0x4242 AAAA encrypted-tbn0.gstatic.com"
"92","10.619470","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","86","55778  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM"
"93","10.679122","192.168.144.139","192.168.144.105","DNS","75","Standard query 0x375d AAAA www.gstatic.com"
"94","10.679123","192.168.144.139","192.168.144.105","DNS","75","Standard query 0x2fec A www.gstatic.com"
"95","10.679123","192.168.144.139","192.168.144.105","DNS","86","Standard query 0x0866 A encrypted-tbn0.gstatic.com"
"96","10.679153","192.168.144.139","192.168.144.105","DNS","86","Standard query 0x4242 AAAA encrypted-tbn0.gstatic.com"
"97","10.733329","192.168.144.105","192.168.144.139","DNS","103","Standard query response 0x375d AAAA www.gstatic.com AAAA 2404:6800:4002:81f::2003"
"98","10.733329","192.168.144.105","192.168.144.139","DNS","102","Standard query response 0x0866 A encrypted-tbn0.gstatic.com A 142.250.206.142"
"99","10.739482","192.168.144.105","192.168.144.139","DNS","91","Standard query response 0x2fec A www.gstatic.com A 142.250.194.35"
"100","10.739482","192.168.144.105","192.168.144.139","DNS","114","Standard query response 0x4242 AAAA encrypted-tbn0.gstatic.com AAAA 2404:6800:4002:81a::200e"
"101","10.740357","192.168.144.139","192.168.144.105","DNS","75","Standard query 0xba82 A www.gstatic.com"
"102","10.740358","192.168.144.139","192.168.144.105","DNS","86","Standard query 0x2e47 A encrypted-tbn0.gstatic.com"
"103","10.743786","192.168.144.105","192.168.144.139","DNS","91","Standard query response 0xba82 A www.gstatic.com A 142.250.194.35"
"104","10.743786","192.168.144.105","192.168.144.139","DNS","102","Standard query response 0x2e47 A encrypted-tbn0.gstatic.com A 142.250.206.142"
"105","10.744552","192.168.144.139","192.168.144.105","DNS","75","Standard query 0xf894 AAAA www.gstatic.com"
"106","10.744553","192.168.144.139","192.168.144.105","DNS","86","Standard query 0x424a AAAA encrypted-tbn0.gstatic.com"
"107","10.753492","192.168.144.105","192.168.144.139","DNS","103","Standard query response 0xf894 AAAA www.gstatic.com AAAA 2404:6800:4002:81f::2003"
"108","10.753492","192.168.144.105","192.168.144.139","DNS","114","Standard query response 0x424a AAAA encrypted-tbn0.gstatic.com AAAA 2404:6800:4002:81a::200e"
"109","10.771106","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","443  >  55778 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1370 SACK_PERM WS=256"
"110","10.771315","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=1 Ack=1 Win=131328 Len=0"
"111","10.772467","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2405:200:1630:a0b::312c:c4b3","TCP","75","[TCP Keep-Alive] 55746  >  80 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"112","10.773340","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","591","Client Hello"
"113","10.837402","2405:200:1630:a0b::312c:c4b3","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55746 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"114","10.890313","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=1 Ack=518 Win=66816 Len=0"
"115","10.950189","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"116","10.950189","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55778 [PSH, ACK] Seq=1221 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"117","10.950254","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=518 Ack=2441 Win=131328 Len=0"
"118","10.951337","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","1294","443  >  55778 [ACK] Seq=2441 Ack=518 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"119","10.958392","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","701","Application Data"
"120","10.958485","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=518 Ack=4288 Win=131328 Len=0"
"121","10.972228","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","OCSP","502","Request"
"122","11.075103","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","80  >  55773 [ACK] Seq=1 Ack=430 Win=265 Len=0"
"123","11.135876","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","OCSP","775","Response"
"124","11.136890","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","138","Change Cipher Spec, Application Data"
"125","11.137398","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","244","Application Data"
"126","11.137424","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","1444","55778  >  443 [ACK] Seq=752 Ack=4288 Win=131328 Len=1370 [TCP segment of a reassembled PDU]"
"127","11.137424","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","159","Application Data"
"128","11.163576","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","TCP","75","[TCP Keep-Alive] 55762  >  80 [ACK] Seq=1 Ack=1 Win=511 Len=1"
"129","11.179794","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:80a::2003","TCP","74","55773  >  80 [ACK] Seq=430 Ack=702 Win=513 Len=0"
"130","11.264342","2404:6800:4009:80a::2003","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55762 [ACK] Seq=1 Ack=2 Win=261 Len=0 SLE=1 SRE=2"
"131","11.270692","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=4288 Ack=582 Win=66816 Len=0"
"132","11.270692","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=4288 Ack=752 Win=67840 Len=0"
"133","11.274403","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=4288 Ack=2122 Win=70656 Len=0"
"134","11.274403","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","688","Application Data, Application Data"
"135","11.274403","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","105","Application Data"
"136","11.274466","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=2207 Ack=4933 Win=130816 Len=0"
"137","11.277301","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TLSv1.3","105","Application Data"
"138","11.282154","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=4933 Ack=2207 Win=70656 Len=0"
"139","11.288436","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","64:ff9b::98c3:264c","TCP","75","[TCP Keep-Alive] 55769  >  80 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"140","11.288436","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","64:ff9b::98c3:264c","TCP","75","[TCP Keep-Alive] 55768  >  80 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"141","11.371962","64:ff9b::98c3:264c","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55768 [ACK] Seq=1 Ack=2 Win=131 Len=0 SLE=1 SRE=2"
"142","11.371962","64:ff9b::98c3:264c","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55769 [ACK] Seq=1 Ack=2 Win=131 Len=0 SLE=1 SRE=2"
"143","11.381579","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","64:ff9b::98c3:264c","TCP","75","[TCP Keep-Alive] 55765  >  80 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"144","11.383674","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","74","443  >  55778 [ACK] Seq=4933 Ack=2238 Win=70656 Len=0"
"145","11.397501","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2405:200:1630:a0b::312c:c4b3","TCP","75","[TCP Keep-Alive] 55745  >  80 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"146","11.463113","64:ff9b::98c3:264c","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55765 [ACK] Seq=1 Ack=2 Win=133 Len=0 SLE=1 SRE=2"
"147","11.467332","2405:200:1630:a0b::312c:c4b3","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TCP","86","[TCP Keep-Alive ACK] 80  >  55745 [ACK] Seq=1 Ack=2 Win=501 Len=0 SLE=1 SRE=2"
"148","11.494626","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1192","Application Data"
"149","11.494626","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"150","11.494677","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=2238 Ack=7271 Win=131328 Len=0"
"151","11.500277","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","QUIC","1399","Initial, DCID=89f4574da0f77679, SCID=7d1bf0, PKN: 0, CRYPTO"
"152","11.506556","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"153","11.506556","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"154","11.506621","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=2238 Ack=9711 Win=131328 Len=0"
"155","11.506827","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","1294","Application Data"
"156","11.506827","2404:6800:4009:81a::2004","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","TLSv1.3","788","Application Data, Application Data"
"157","11.506872","2409:4089:2d0a:d410:19ac:9552:3acb:fb4b","2404:6800:4009:81a::2004","TCP","74","55778  >  443 [ACK] Seq=2238 Ack=11645 Win=131328 Len=0"
"158","11.510273","192.168.144.139","192.168.144.105","DNS","79","Standard query 0x2ee5 A www.cntraveller.com"
"159","11.510273","192.168.144.139","192.168.144.105","DNS","71","Standard query 0x5e9d A www.bbc.com"
"160","11.510915","192.168.144.139","192.168.144.105","DNS","71","Standard query 0x2661 AAAA www.bbc.com"
